Gender,Income
Female,6400.0
Female,12965.0
Male,1500.0
Female,3900.0
Female,33333.0
Female,5532.0
Male,1300.0
Female,2600.0
Male,3420.0
Male,7198.0
Female,4700.0
Male,3620.0
Male,2800.0
Female,6083.0
Female,7783.0
Male,5500.0
Male,5180.0
Male,7000.0
Female,7000.0
Male,3500.0
Female,4500.0
Male,13000.0
Male,10833.0
Male,9000.0
Female,10250.0
Female,7500.0
Female,7708.0
Female,4500.0
Male,3000.0
Female,12500.0
Female,1700.0
Female,3500.0
Male,13566.0
Male,4500.0
Female,7609.0
Female,10500.0
Male,8900.0
Male,2340.0
Female,3300.0
Female,4800.0
Female,13083.0
Male,15500.0
Male,5700.0
Male,2250.0
Male,11500.0
Male,4500.0
Male,4250.0
Male,7834.0
Female,3600.0
Male,1600.0
Male,2700.0
Female,1650.0
Female,3750.0
Male,5700.0
Male,4250.0
Female,6500.0
Male,8000.0
Male,8996.0
Female,2264.0
Female,10200.0
Female,6000.0
Male,2700.0
Male,3889.0
Male,70000.0
Female,4655.0
Male,6000.0
Female,4300.0
Female,13333.0
Female,5750.0
Female,8000.0
Female,7955.0
Male,10416.0
Female,7250.0
Female,3500.0
Female,4916.0
Male,8416.0
Female,50000.0
Male,2500.0
Female,12125.0
Female,1600.0
Female,5640.0
Female,6225.0
Male,1500.0
Female,5936.0
Female,5933.0
Female,4833.0
Male,10704.0
Male,18750.0
Male,2611.0
Female,10542.0
Male,23696.0
Female,2500.0
Male,7350.0
Female,12000.0
Male,7995.0
Female,40000.0
Male,17000.0
Female,10531.0
Female,2300.0
Female,9533.0
Male,7166.0
Male,10900.0
Male,16000.0
Male,9000.0
Female,10424.0
Female,7554.0
Male,4599.0
Female,4519.0
Female,4438.0
Male,7000.0
Male,11000.0
Male,17833.0
Female,9007.0
Male,4600.0
Male,7739.0
Female,6000.0
Male,3578.0
Female,2550.0
Female,9455.0
Female,5500.0
Male,3039.0
Male,11300.0
Male,5293.0
Female,9116.0
Female,4834.0
Male,10900.0
Male,12083.0
Male,2080.0
Male,3400.0
Female,9166.0
Male,2975.0
Female,10800.0
Male,1200.0
Female,5521.0
Female,40000.0
Male,14000.0
Female,28306.0
Male,4936.0
Female,10000.0
Male,1666.0
Female,7000.0
Male,7605.0
Male,7630.0
Male,3750.0
Male,2400.0
Female,9000.0
Male,3300.0
Female,3433.0
Female,4533.0
Male,2850.0
Male,5702.0
Female,10750.0
Female,2000.0
Male,11416.0
Male,3833.0
Male,2534.0
Male,7881.0
Male,10000.0
Male,5000.0
Female,7954.0
Female,7726.0
Male,5000.0
Female,2810.0
Male,3267.0
Male,4761.0
Male,5000.0
Male,6420.0
Female,4256.0
Female,2570.0
Female,8300.0
Male,4776.0
Male,10205.0
Female,3000.0
Male,6300.0
Male,4900.0
Female,14000.0
Male,2036.0
Male,6000.0
Female,8800.0
Male,3160.0
Female,9701.0
Male,3700.0
Male,5700.0
Female,7306.0
Male,6834.0
Female,5114.0
Male,5500.0
Male,13377.0
Male,20000.0
Female,8350.0
Female,18000.0
Male,13300.0
Male,6138.0
Male,9166.0
Female,6000.0
Female,7450.0
Male,10167.0
Male,9330.0
Male,3500.0
Female,2400.0
Male,2825.0
Male,5600.0
Male,4053.0
Male,4083.0
Female,6716.0
Male,54166.0
Female,800.0
Male,3083.0
Female,15000.0
Male,3978.0
Male,16500.0
Male,8750.0
Female,9838.0
Male,14033.0
Female,5333.0
Male,7500.0
Male,12758.0
Male,3500.0
Female,2050.0
Female,18333.0
Female,2192.0
Male,11901.0
Female,3334.0
Male,21847.0
Male,13333.0
Male,3500.0
Male,10233.0
Female,2875.0
Male,7450.0
Female,10000.0
Female,8400.0
Female,3792.0
Female,6799.0
Female,4167.0
Male,4600.0
Male,3800.0
Female,7500.0
Female,12000.0
Female,30000.0
Male,3556.0
Female,4700.0
Male,8100.0
Male,9998.0
Female,3500.0
Female,6800.0
Female,14166.0
Male,11365.0
Female,3001.0
Female,10000.0
Female,11600.0
Male,11033.0
Male,6833.0
Female,13700.0
Female,6083.0
Male,11970.0
Female,5833.0
Male,7666.0
Male,5106.0
Male,5025.0
Male,43500.0
Male,7666.0
Male,7283.0
Male,32333.0
Female,9211.0
Female,4804.0
Male,8000.0
Female,12500.0
Female,5347.0
Male,4841.0
Female,3333.0
Male,18875.0
Female,8916.0
Female,3388.0
Female,2500.0
Male,4074.0
Female,11000.0
Male,4667.0
Female,3762.0
Female,5170.0
Male,10000.0
Female,5021.0
Male,3116.0
Female,7300.0
Male,2080.0
Male,14600.0
Female,9183.0
Male,3420.0
Male,5600.0
Female,5378.0
Male,9615.0
Female,2916.0
Male,2500.0
Female,8197.0
Male,8600.0
Female,1800.0
Female,1600.0
Male,3413.0
Female,2500.0
Female,7003.0
Female,14583.0
Female,9000.0
Male,9700.0
Male,4110.0
Male,7046.0
Male,3048.0
Male,4156.0
Female,4500.0
Female,3500.0
Female,9902.0
Female,6000.0
Female,4291.0
Female,6207.0
Female,12725.0
Female,2800.0
Female,4200.0
Male,4166.0
Female,8821.0
Male,1553.0
Female,3700.0
Male,2400.0
Female,2325.0
Female,2000.0
Female,12083.0
Female,4000.0
Male,3000.0
Male,6578.0
Female,20000.0
Male,5100.0
Female,6543.0
Male,6763.0
Male,1700.0
Female,7237.0
Male,10500.0
Female,2800.0
Female,5833.0
Male,1000.0
Female,2750.0
Male,5326.0
Female,16667.0
Male,5063.0
Female,60700.0
Female,8629.0
Male,1942.0
Female,3169.0
Male,3335.0
Male,5758.0
Female,3300.0
Female,6600.0
Female,15833.0
Male,6800.0
Female,1718.0
Female,8288.0
Male,9166.0
Female,4700.0
Male,2100.0
Female,2958.0
Male,3800.0
Female,5100.0
Female,7500.0
Male,10999.0
Male,3500.0
Female,5833.0
Female,5510.0
Male,4679.0
Male,16583.0
Male,8833.0
Male,11699.0
Female,2800.0
Female,7120.0
Male,3150.0
Male,5600.0
Male,900.0
Male,18250.0
Male,5600.0
Female,5833.0
Male,8166.0
Male,8000.0
Male,2900.0
Male,1800.0
Male,10000.0
Male,7208.0
Male,3519.0
Female,10000.0
Female,2500.0
Male,5340.0
Male,6500.0
Male,1259.0
Male,5685.0
Male,2425.0
Female,5000.0
Male,11499.0
Male,6499.0
Female,8000.0
Female,5666.0
Female,2700.0
Male,10301.0
Male,5960.0
Male,7029.0
Male,2812.0
Male,7000.0
Female,3600.0
Male,15600.0
Male,6991.0
Male,10500.0
Female,8900.0
Female,10833.0
Female,3000.0
Male,7000.0
Male,8081.0
Female,10500.0
Female,3100.0
Female,7083.0
Male,14833.0
Male,2000.0
Female,2000.0
Female,5474.0
Male,9000.0
Female,5000.0
Female,7084.0
Male,10521.0
Male,2200.0
Female,11160.0
Male,3500.0
Female,2500.0
Female,5563.0
Male,3000.0
Male,9200.0
Male,1608.0
Male,3293.0
Female,7500.0
Female,2400.0
Female,6000.0
Female,4700.0
Female,24166.0
Female,5570.0
Female,3900.0
Male,4040.0
Male,11233.0
Female,2500.0
Male,5700.0
Female,4939.0
Male,3500.0
Female,19750.0
Female,36500.0
Male,18800.0
Male,3333.0
Male,3400.0
Female,2000.0
Male,13750.0
Female,12645.0
Female,5500.0
Male,10600.0
Female,8000.0
Male,8000.0
Female,5200.0
Male,10964.0
Female,6400.0
Male,19438.0
Female,8000.0
Male,7742.0
Male,8750.0
Male,2992.0
Male,4000.0
Male,8666.0
Male,6125.0
Female,2583.0
Male,9166.0
Female,7500.0
Male,2800.0
Female,18750.0
Female,4577.0
Male,6000.0
Male,1950.0
Female,13000.0
Female,13600.0
Male,5929.0
Female,1200.0
Female,6486.0
Female,6000.0
Female,5800.0
Male,4750.0
Female,8000.0
Female,2200.0
Female,6067.0
Female,7354.0
Male,6000.0
Female,3200.0
Female,8833.0
Female,5700.0
Female,6875.0
Male,6000.0
Female,9850.0
Male,10417.0
Female,7307.0
Female,12216.0
Female,12875.0
Male,12562.0
Female,8169.0
Female,2600.0
Male,4551.0
Male,4700.0
Male,2050.0
Male,14592.0
Female,3984.0
Female,3072.0
Male,9000.0
Female,4000.0
Male,7500.0
Female,6666.0
Female,4600.0
Female,6916.0
Female,3201.0
Male,5416.0
Male,5800.0
Female,4166.0
Male,6666.0
Female,10100.0
Male,8977.0
Female,7237.0
Male,6228.0
Male,3000.0
Male,5900.0
Female,13500.0
Female,5059.0
Male,20000.0
Female,8583.0
Female,1500.0
Female,8783.0
Male,6500.0
Female,2640.0
Female,5000.0
Male,3420.0
Male,11800.0
Female,8000.0
Male,6678.0
Male,6415.0
Female,3558.0
Female,12200.0
Female,10500.0
Female,20000.0
Male,15833.0
Male,8420.0
Female,3260.0
Female,2924.0
Male,1760.0
Female,2847.0
Male,4981.0
Female,7717.0
Female,8083.0
Female,8000.0
Female,4900.0
Male,8201.0
Male,13200.0
Male,7000.0
Male,5500.0
Male,6200.0
Male,6245.0
Male,20000.0
Female,7000.0
Male,6848.0
Female,3416.0
Female,500.0
Male,1690.0
Female,7416.0
Female,10435.0
Male,10285.0
Female,3000.0
Female,3500.0
Male,4725.0
Male,6667.0
Male,6280.0
Male,11666.0
Male,30000.0
Female,28292.0
Female,8645.0
Male,2200.0
Male,4844.0
Female,2000.0
Male,8848.0
Male,7333.0
Male,3000.0
Female,19000.0
Male,4333.0
Female,9083.0
Female,7665.0
Female,3490.0
Male,10359.0
Female,5832.0
Male,4200.0
Female,5116.0
Female,3973.0
Female,7150.0
Female,8579.0
Female,4726.0
Female,5145.0
Female,2422.0
Female,15000.0
Female,9400.0
Male,9500.0
Female,3585.0
Male,2162.0
Female,1900.0
Female,5037.0
Female,2334.0
Female,10500.0
Male,10416.0
Female,1600.0
Female,6000.0
Male,9375.0
Female,2500.0
Male,6357.0
Male,8028.0
Female,6250.0
Female,7260.0
Female,21000.0
Male,9500.0
Male,23750.0
Female,2800.0
Female,3334.0
Male,5166.0
Female,10400.0
Male,2400.0
Male,11708.0
Female,7916.0
Male,24400.0
Female,6700.0
Male,12916.0
Female,7150.0
Female,8500.0
Female,2950.0
Male,8285.0
Male,5200.0
Female,8583.0
Female,9700.0
Female,2700.0
Female,4000.0
Male,6249.0
Female,4928.0
Female,8333.0
Female,6500.0
Female,1500.0
Male,7243.0
Male,8800.0
Female,6750.0
Male,9000.0
Female,12000.0
Male,4143.0
Female,9000.0
Female,3620.0
Male,5833.0
Female,890.0
Male,39000.0
Female,7966.0
Male,4920.0
Male,7075.0
Male,9116.0
Male,8946.0
Male,2727.0
Male,6639.0
Female,3823.0
Female,6830.0
Male,5000.0
Female,21416.0
Male,13000.0
Female,20000.0
Female,15000.0
Male,6429.0
Male,2833.0
Male,3000.0
Female,15000.0
Male,5731.0
Female,1100.0
Female,9300.0
Female,3310.0
Female,9895.0
Male,11425.0
Female,900.0
Male,8398.0
Female,3413.0
Male,2936.0
Female,8041.0
Male,14166.0
Male,15700.0
Male,4371.0
Male,2200.0
Male,5000.0
Female,9050.0
Female,8900.0
Female,2400.0
Female,20000.0
Female,4014.0
Male,5215.0
Female,2510.0
Female,10500.0
Female,7854.0
Male,1600.0
Female,6850.0
Female,10200.0
Female,9000.0
Female,3916.0
Male,850.0
Female,9462.0
Male,8333.0
Male,8093.0
Female,3583.0
Female,4550.0
Male,7500.0
Male,16292.0
Male,9740.0
Male,4666.0
Male,8500.0
Female,1620.0
Female,4000.0
Female,6355.0
Male,2923.0
Male,2500.0
Female,7300.0
Female,2000.0
Female,7200.0
Female,9000.0
Female,11300.0
Female,5833.0
Female,5166.0
Male,6000.0
Male,4200.0
Male,5200.0
Female,2323.0
Male,7600.0
Female,1484.0
Female,9255.0
Female,60833.0
Female,8500.0
Male,3629.0
Female,10000.0
Male,26666.0
Male,3450.0
Female,4166.0
Female,3200.0
Female,14400.0
Male,5333.0
Male,8400.0
Female,3333.0
Female,9000.0
Male,10500.0
Male,8058.0
Female,5325.0
Female,5800.0
Male,4800.0
Male,3206.0
Male,2400.0
Male,9200.0
Female,4371.0
Male,4555.0
Female,6533.0
Female,2615.0
Male,2900.0
Female,8544.0
Male,4416.0
Female,15183.0
Male,11531.0
Male,7416.0
Male,8916.0
Female,4583.0
Female,1700.0
Male,6916.0
Female,4200.0
Female,4416.0
Male,7503.0
Female,5167.0
Female,2300.0
Male,6933.0
Female,6800.0
Male,2715.0
Male,7500.0
Male,5958.0
Male,14190.0
Male,2481.0
Female,4400.0
Female,16667.0
Female,8276.0
Female,5656.0
Male,5000.0
Female,12000.0
Female,3000.0
Male,5833.0
Male,8500.0
Male,14000.0
Male,6724.0
Female,4473.0
Female,12500.0
Male,10047.0
Male,8512.0
Female,5700.0
Male,9700.0
Male,1700.0
Female,4200.0
Male,5225.0
Female,6180.0
Female,2916.0
Female,9300.0
Male,25416.0
Female,5800.0
Male,6862.0
Female,17500.0
Female,2984.0
Female,5000.0
Female,2916.0
Female,4800.0
Male,7791.0
Female,5200.0
Male,6740.0
Male,4166.0
Male,3000.0
Male,7634.0
Male,2035.0
Male,7200.0
Male,2758.0
Male,2000.0
Male,13300.0
Female,6583.0
Male,2200.0
Male,2400.0
Male,4300.0
Male,6666.0
Female,6690.0
Female,13300.0
Male,1900.0
Male,4100.0
Female,3040.0
Male,3910.0
Female,7083.0
Male,3539.0
Male,4817.0
Female,6050.0
Female,15000.0
Female,7000.0
Male,13700.0
Male,3465.0
Male,2300.0
Male,7425.0
Female,15833.0
Male,3400.0
Male,3000.0
Female,7666.0
Female,10300.0
Female,5000.0
Female,9048.0
Male,9500.0
Male,14000.0
Male,8777.0
Male,7500.0
Female,5083.0
Female,1000.0
Female,1904.0
Male,4500.0
Female,10377.0
Male,7823.0
Female,3700.0
Female,11916.0
Male,1600.0
Female,260.0
Male,3493.0
Male,13333.0
Male,6667.0
Female,2600.0
Male,5955.0
Male,17733.0
Male,2000.0
Male,5955.0
Female,10700.0
Female,5800.0
Female,1000.0
Male,5100.0
Female,3350.0
Female,6705.0
Male,6118.0
Male,6000.0
Male,2387.0
Male,4500.0
Male,5400.0
Male,8600.0
Male,2644.0
Male,5850.0
Female,8666.0
Female,3800.0
Male,5166.0
Male,17833.0
Female,6250.0
Male,7500.0
Female,1775.0
Female,4199.0
Male,7500.0
Female,7016.0
Female,8654.0
Female,2095.0
Male,11125.0
Male,17458.0
Female,4512.0
Male,8265.0
Male,4600.0
Female,14000.0
Male,6725.0
Male,8900.0
Male,5000.0
Female,8166.0
Male,2430.0
Female,27400.0
Female,4239.0
Female,3700.0
Male,5700.0
Female,7500.0
Male,10000.0
Female,6105.0
Female,9317.0
Female,1800.0
Male,6000.0
Female,2985.0
Male,3332.0
Female,10500.0
Male,11000.0
Male,21000.0
Male,8044.0
Female,6944.0
Male,7208.0
Female,12200.0
Female,5079.0
Male,11916.0
Male,5000.0
Male,9000.0
Female,13500.0
Female,6161.0
Female,1166.0
Female,833.0
Male,19300.0
Female,3335.0
Female,3762.0
Female,4420.0
Male,11683.0
Female,2566.0
Female,7000.0
Male,7900.0
Male,25650.0
Female,8333.0
Female,8500.0
Female,5000.0
Female,4500.0
Female,7517.0
Female,22166.0
Female,26000.0
Female,6113.0
Male,5800.0
Male,11633.0
Male,4475.0
Male,2400.0
Male,4500.0
Male,6000.0
Female,2666.0
Female,14510.0
Female,2732.0
Female,7000.0
Male,3670.0
Female,11600.0
Male,4575.0
Female,5000.0
Male,5000.0
Male,3750.0
Female,5333.0
Female,7000.0
Male,2529.0
Female,8460.0
Female,4046.0
Female,5900.0
Male,2585.0
Female,6100.0
Male,18000.0
Female,7136.0
Female,24046.0
Female,1500.0
Male,6348.0
Female,6144.0
Female,6500.0
Male,6257.0
Male,3800.0
Male,3000.0
Male,6000.0
Male,3501.0
Female,9830.0
Female,6700.0
Male,4166.0
Male,6700.0
Female,5000.0
Male,8350.0
Female,13350.0
Female,3985.0
Female,1922.0
Male,20316.0
Male,16983.0
Male,10916.0
Female,7000.0
Male,7500.0
Female,445.0
Male,2916.0
Female,2001.0
Female,3000.0
Male,3333.0
Male,2500.0
Female,4750.0
Male,12970.0
Male,3680.0
Female,2200.0
Female,8920.0
Male,16600.0
Male,26800.0
Female,5600.0
Male,20000.0
Male,3417.0
Male,3900.0
Male,8890.0
Male,8221.0
Male,7400.0
Male,6667.0
Female,5400.0
Female,4000.0
Male,8638.0
Female,4000.0
Male,9175.0
Female,53800.0
Female,8700.0
Female,5208.0
Female,3500.0
Male,5000.0
Male,6000.0
Male,5804.0
Male,5800.0
Female,2500.0
Female,7102.0
Female,8000.0
Male,8700.0
Female,6500.0
Male,16616.0
Female,6233.0
Female,5000.0
Female,14833.0
Female,6991.0
Male,9167.0
Female,6000.0
Female,7083.0
Male,12000.0
Male,4166.0
Female,8083.0
Female,4000.0
Male,1828.0
Female,5000.0
Male,2400.0
Female,6920.0
Male,13416.0
Female,10000.0
Female,10933.0
Male,9034.0
Male,3500.0
Male,1528.0
Male,4237.0
Male,9970.0
Female,6404.0
Male,10500.0
Female,11880.0
Male,6833.0
Male,3532.0
Female,4700.0
Male,15500.0
Male,4400.0
Male,12500.0
Male,2083.0
Female,6789.0
Female,8000.0
Female,18175.0
Female,8500.0
Male,3500.0
Female,6200.0
Female,10800.0
Male,8100.0
Female,11500.0
Female,3438.0
Male,2500.0
Female,2000.0
Male,4086.0
Female,5127.0
Female,11083.0
Female,1595.0
Female,6516.0
Male,11033.0
Male,2425.0
Female,5500.0
Male,5374.0
Male,8650.0
Male,9902.0
Female,5333.0
Female,6166.0
Male,3200.0
Male,7750.0
Male,5174.0
Female,6778.0
Female,5375.0
Female,45000.0
Male,8333.0
Male,7500.0
Male,16666.0
Female,4500.0
Female,1650.0
Female,2400.0
Male,5663.0
Male,5048.0
Female,18333.0
Female,2600.0
Male,4100.0
Male,2150.0
Female,3299.0
Male,9000.0
Male,19000.0
Female,13750.0
Male,8333.0
Male,7800.0
Female,10000.0
Male,3500.0
Male,2334.0
Female,4200.0
Female,6641.0
Female,5070.0
Female,7160.0
Female,2535.0
Female,7584.0
Male,5300.0
Female,2000.0
Male,6500.0
Male,9739.0
Female,3083.0
Male,8300.0
Female,30000.0
Female,4389.0
Male,8740.0
Male,3180.0
Male,8700.0
Male,15000.0
Female,3635.0
Female,12500.0
Male,8298.0
Male,2400.0
Male,4500.0
Male,2879.0
Female,6000.0
Male,1119.0
Female,2833.0
Female,4750.0
Female,10000.0
Female,600.0
Male,10414.0
Male,4500.0
Female,29133.0
Male,8241.0
Male,12499.0
Female,5000.0
Female,7500.0
Female,5750.0
Male,3813.0
Male,3800.0
Female,4900.0
Female,1500.0
Female,3916.0
Female,6000.0
Female,4166.0
Female,10500.0
Female,3200.0
Female,900.0
Male,6800.0
Female,2032.0
Male,6000.0
Female,25000.0
Female,1600.0
Male,6500.0
Male,5000.0
Female,7000.0
Male,3750.0
Male,10833.0
Male,3500.0
Male,10000.0
Female,7068.0
Female,7000.0
Female,6400.0
Female,1534.0
Male,13868.0
Male,8198.0
Male,6573.0
Male,10068.0
Male,8437.0
Female,6250.0
Female,10510.0
Male,8300.0
Male,10000.0
Female,12166.0
Female,6000.0
Male,5249.0
Male,20500.0
Female,10500.0
Male,6666.0
Female,3900.0
Female,10000.0
Female,3916.0
Male,6000.0
Female,3167.0
Female,20000.0
Female,6200.0
Male,6000.0
Female,5278.0
Male,8000.0
Male,5640.0
Male,12000.0
Female,1727.0
Male,2432.0
Female,3000.0
Male,4875.0
Male,10478.0
Male,6000.0
Female,5000.0
Female,4166.0
Female,6300.0
Male,5800.0
Male,2552.0
Female,14000.0
Female,8333.0
Male,15000.0
Male,2993.0
Male,9000.0
Female,3100.0
Female,4766.0
Male,4000.0
Male,4100.0
Male,5224.0
Male,5000.0
Male,5380.0
Male,10147.0
Male,7896.0
Male,2464.0
Female,4073.0
Female,6326.0
Female,3700.0
Male,8664.0
Female,8805.0
Female,3333.0
Male,10600.0
Female,4239.0
Female,5915.0
Male,8249.0
Male,11666.0
Male,7900.0
Male,5202.0
Male,5985.0
Male,12390.0
Male,7811.0
Male,15082.0
Female,2256.0
Female,7800.0
Male,3500.0
Female,11083.0
Female,2545.0
Male,7345.0
Male,6350.0
Male,7250.0
Female,8350.0
Female,3400.0
Male,3350.0
Male,1893.0
Male,1652.0
Female,3376.0
Female,30666.0
Male,7400.0
Female,2833.0
Female,8000.0
Male,4333.0
Female,2942.0
Male,10000.0
Male,5240.0
Female,21825.0
Female,3458.0
Female,5916.0
Male,5600.0
Female,10000.0
Male,3141.0
Female,30000.0
Male,3835.0
Female,4215.0
Female,10866.0
Male,7416.0
Female,6500.0
Male,10000.0
Male,8833.0
Female,4745.0
Male,12000.0
Female,5833.0
Female,5200.0
Female,2069.0
Male,6500.0
Female,16000.0
Female,5600.0
Male,2900.0
Male,2096.0
Female,2260.0
Female,4200.0
Male,4500.0
Female,5848.0
Female,2559.0
Female,4560.0
Male,3119.0
Female,3900.0
Male,2400.0
Male,2600.0
Female,2500.0
Male,20000.0
Male,5500.0
Male,7000.0
Female,1400.0
Male,6678.0
Male,2200.0
Male,10634.0
Male,5416.0
Female,8678.0
Male,2157.0
Male,8300.0
Female,38499.0
Male,10716.0
Female,6200.0
Female,10118.0
Male,1300.0
Female,5000.0
Male,5519.0
Male,3000.0
Male,7916.0
Female,5416.0
Female,11600.0
Female,5905.0
Female,2192.0
Female,3300.0
Female,3584.0
Female,3750.0
Female,4522.0
Female,1886.0
Female,12870.0
Female,4238.0
Female,5500.0
Female,10500.0
Male,15584.0
Female,5000.0
Female,6252.0
Female,3229.0
Female,7125.0
Female,2700.0
Male,6143.0
Male,6850.0
Female,5166.0
Female,7100.0
Female,3875.0
Female,12083.0
Male,8046.0
Female,5000.0
Male,6600.0
Female,5000.0
Female,3445.0
Female,4323.0
Male,11250.0
Female,7000.0
Female,4700.0
Male,18813.0
Male,800.0
Male,8999.0
Male,16850.0
Female,2000.0
Male,10200.0
Female,24000.0
Female,11933.0
Female,8249.0
Male,12000.0
Female,8347.0
Female,5084.0
Male,7475.0
Female,6616.0
Female,14000.0
Female,9000.0
Male,2988.0
Male,10326.0
Female,5000.0
Male,7500.0
Male,5100.0
Female,7083.0
Male,6200.0
Male,7800.0
Male,11666.0
Female,26000.0
Male,3333.0
Female,6700.0
Female,3829.0
Female,5833.0
Male,5210.0
Female,1142.0
Male,7833.0
Female,13400.0
Female,9000.0
Female,9612.0
Female,5408.0
Female,15000.0
Female,10166.0
Female,5670.0
Male,9300.0
Female,10000.0
Female,4347.0
Male,8400.0
Male,6046.0
Male,12583.0
Male,6000.0
Male,1000.0
Female,7315.0
Female,4600.0
Female,4515.0
Male,10500.0
Male,2600.0
Female,8000.0
Male,4673.0
Male,4200.0
Male,7920.0
Male,3035.0
Male,1800.0
Female,4443.0
Male,2833.0
Female,3167.0
Male,5083.0
Male,3760.0
Male,7320.0
Male,2175.0
Male,4666.0
Female,2400.0
Male,9500.0
Male,7300.0
Male,5300.0
Female,2300.0
Female,1545.0
Female,2700.0
Female,4100.0
Male,6600.0
Male,9250.0
Male,3000.0
Male,12033.0
Female,6000.0
Female,20833.0
Male,6853.0
Male,5806.0
Female,1200.0
Female,2500.0
Female,4166.0
Female,7436.0
Male,8511.0
Female,4795.0
Female,2000.0
Male,10800.0
Female,10833.0
Male,10000.0
Female,5042.0
Female,11128.0
Female,2875.0
Male,2500.0
Female,6200.0
Female,4166.0
Male,13750.0
Male,2916.0
Male,15000.0
Male,13883.0
Male,3000.0
Female,2500.0
Female,3230.0
Male,6300.0
Male,11938.0
Male,2200.0
Male,7436.0
Female,3000.0
Male,3360.0
Male,18500.0
Male,5780.0
Male,12000.0
Female,3099.0
Male,7240.0
Male,6380.0
Male,15333.0
Male,4900.0
Female,4166.0
Female,9821.0
Male,7666.0
Female,3048.0
Female,439.0
Male,3400.0
Male,10107.0
Male,6000.0
Female,14237.0
Male,7700.0
Female,52500.0
Male,3443.0
Female,23000.0
Male,7500.0
Female,4658.0
Female,6919.0
Female,11100.0
Female,1245.0
Female,2600.0
Male,7500.0
Male,9145.0
Male,16666.0
Male,11250.0
Female,6000.0
Female,4000.0
Female,8500.0
Female,2500.0
Male,700.0
Male,820.0
Male,10789.0
Female,1658.0
Female,11300.0
Female,2600.0
Male,13479.0
Male,8333.0
Male,9200.0
Female,6017.0
Female,6000.0
Male,5000.0
Female,6213.0
Male,19000.0
Male,2500.0
Male,13500.0
Male,6666.0
Female,6667.0
Male,3500.0
Male,7418.0
Male,2745.0
Female,6402.0
Male,5000.0
Male,4249.0
Female,8000.0
Male,8500.0
Female,11600.0
Female,15000.0
Female,2801.0
Male,4900.0
Female,1200.0
Male,2860.0
Female,7500.0
Female,6700.0
Male,6500.0
Male,2741.0
Male,3494.0
Female,2553.0
Male,4500.0
Female,960.0
Male,12200.0
Female,5134.0
Male,5600.0
Male,4500.0
Male,3000.0
Male,10666.0
Female,3835.0
Male,2806.0
Female,6075.0
Male,8257.0
Male,4000.0
Male,2921.0
Female,9651.0
Female,3771.0
Male,14870.0
Male,5700.0
Male,9166.0
Male,3400.0
Male,10000.0
Male,11666.0
Female,4161.0
Female,2167.0
Female,4916.0
Male,7783.0
Male,8000.0
Male,4880.0
Female,3600.0
Female,4000.0
Female,31000.0
Female,7600.0
Female,7000.0
Female,1800.0
Male,6000.0
Male,13433.0
Male,13300.0
Male,4500.0
Female,4400.0
Female,5833.0
Female,5833.0
Female,6666.0
Female,5683.0
Female,3838.0
Male,1700.0
Male,3450.0
Male,5500.0
Male,9441.0
Female,2531.0
Male,15550.0
Male,3428.0
Male,20000.0
Male,13643.0
Male,8500.0
Male,30000.0
Female,6600.0
Female,6000.0
Female,4999.0
Male,6083.0
Male,4400.0
Male,6715.0
Female,10500.0
Male,4499.0
Female,22083.0
Female,2500.0
Male,12000.0
Female,3500.0
Female,532.0
Female,15000.0
Female,7500.0
Female,23333.0
Male,6633.0
Female,14166.0
Female,8180.0
Male,4750.0
Female,9500.0
Male,2500.0
Male,9500.0
Female,4000.0
Female,12000.0
Male,4100.0
Female,4000.0
Female,5000.0
Female,3300.0
Male,7175.0
Male,4400.0
Male,4200.0
Female,2380.0
Female,9149.0
Male,27083.0
Female,5016.0
Female,4232.0
Female,8000.0
Female,5500.0
Female,8150.0
Female,3040.0
Female,1600.0
Male,4416.0
Female,5625.0
Male,8050.0
Female,3400.0
Male,6871.0
Male,1800.0
Male,6083.0
Male,4700.0
Female,6135.0
Female,4000.0
Female,5000.0
Male,3000.0
Female,3720.0
Female,3750.0
Female,7500.0
Female,17250.0
Male,7259.0
Male,2000.0
Male,8500.0
Male,6093.0
Male,3400.0
Female,5433.0
Female,11250.0
Male,12100.0
Male,2200.0
Male,2400.0
Male,5800.0
Male,7000.0
Female,7900.0
Male,4000.0
Female,7275.0
Male,4675.0
Male,4000.0
Male,6270.0
Female,20000.0
Male,11167.0
Female,7882.0
Female,3300.0
Male,5700.0
Male,8167.0
Female,4252.0
Female,4458.0
Male,9188.0
Male,12900.0
Male,4433.0
Female,3500.0
Male,4662.0
Female,9000.0
Male,12500.0
Female,2808.0
Male,9583.0
Female,3791.0
Male,10700.0
Male,7100.0
Female,6399.0
Female,10500.0
Female,3500.0
Female,3750.0
Female,4000.0
Female,3500.0
Male,13800.0
Male,8300.0
Female,9100.0
Female,5500.0
Female,3500.0
Male,4000.0
Male,5000.0
Male,2123.0
Male,5422.0
Male,7700.0
Male,6000.0
Female,6144.0
Male,7750.0
Male,5000.0
Male,3800.0
Male,2300.0
Male,13543.0
Female,5200.0
Male,5909.0
Female,4000.0
Male,3058.0
Male,7903.0
Female,27500.0
Female,4500.0
Female,1850.0
Male,11000.0
Female,7337.0
Male,5537.0
Male,9380.0
Male,12750.0
Male,10973.0
Male,7400.0
Female,5000.0
Male,3541.0
Female,3592.0
Female,7838.0
Female,4500.0
Female,5934.0
Female,5917.0
